,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,1.082199, 1.082199, 1.082199, 1.082199, 1.090356,1.048641, 1.048641, 1.048641, 1.048641, 1.056545,1.085193, 1.085193, 1.085193, 1.085193, 1.085193,1.035131, 1.035131, 1.035131, 1.035131, 1.035131,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1
14,1.082199, 1.082199, 1.082199, 1.082199, 1.090356,1.048641, 1.048641, 1.048641, 1.048641, 1.056545,1.085193, 1.085193, 1.085193, 1.085193, 1.085193,1.035131, 1.035131, 1.035131, 1.035131, 1.035131,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1
16,1.059434, 1.059434, 1.059434, 1.059434, 1.067419,1.026582, 1.026582, 1.026582, 1.026582, 1.034319,1.062366, 1.062366, 1.062366, 1.062366, 1.062366,0.995983, 0.995983, 0.995983, 0.995983, 0.995983,0.914794, 0.914794, 0.914794, 0.914794, 0.914794,0.914794, 0.914794, 0.914794, 0.914794, 0.914794,0.914794, 0.914794, 0.914794, 0.914794, 0.914794,0.962181, 0.962181, 0.962181, 0.962181, 0.962181,1, 1, 1, 1, 1,1, 1, 1, 1, 1
18,1.059434, 1.059434, 1.059434, 1.059434, 1.067419,1.026582, 1.026582, 1.026582, 1.026582, 1.034319,1.062366, 1.062366, 1.062366, 1.062366, 1.062366,0.995983, 0.995983, 0.995983, 0.995983, 0.995983,0.914794, 0.914794, 0.914794, 0.914794, 0.914794,0.914794, 0.914794, 0.914794, 0.914794, 0.914794,0.914794, 0.914794, 0.914794, 0.914794, 0.914794,0.962181, 0.962181, 0.962181, 0.962181, 0.962181,1, 1, 1, 1, 1,1, 1, 1, 1, 1
20,1.029235, 1.029235, 1.029235, 1.029235, 1.036992,0.997318, 0.997318, 0.997318, 0.997318, 1.004835,1.062366, 1.062366, 1.062366, 1.062366, 1.062366,0.995983, 0.995983, 0.995983, 0.995983, 0.995983,0.914794, 0.914794, 0.914794, 0.914794, 0.914794,0.914794, 0.914794, 0.914794, 0.914794, 0.914794,0.888716, 0.888716, 0.888716, 0.888716, 0.888716,0.934753, 0.934753, 0.934753, 0.934753, 0.934753,1, 1, 1, 1, 1,1, 1, 1, 1, 1
22,1.069689, 1.069689, 1.069689, 1.069689, 1.077751,1.036519, 1.036519, 1.036519, 1.036519, 1.044331,1.104122, 1.104122, 1.104122, 1.104122, 1.104122,1.035131, 1.035131, 1.035131, 1.035131, 1.035131,0.95075, 0.95075, 0.95075, 0.95075, 0.95075,0.95075, 0.95075, 0.95075, 0.95075, 0.95075,0.923648, 0.923648, 0.923648, 0.923648, 0.923648,0.971494, 0.971494, 0.971494, 0.971494, 0.971494,1, 1, 1, 1, 1,1, 1, 1, 1, 1
24,1.069689, 1.069689, 1.069689, 1.069689, 1.077751,1.036519, 1.036519, 1.036519, 1.036519, 1.044331,1.104122, 1.104122, 1.104122, 1.104122, 1.104122,1.035131, 1.035131, 1.035131, 1.035131, 1.035131,1, 1, 1, 1, 1,1, 1, 1, 1, 1,0.971494, 0.971494, 0.971494, 0.971494, 0.971494,0.971494, 0.971494, 0.971494, 0.971494, 0.971494,1, 1, 1, 1, 1,1, 1, 1, 1, 1
26,1.114581, 1.114581, 1.114581, 1.114581, 1.122982,1.073053, 1.073053, 1.073053, 1.073053, 1.081141,1.14304, 1.14304, 1.14304, 1.14304, 1.14304,1.071616, 1.071616, 1.071616, 1.071616, 1.071616,1.035247, 1.035247, 1.035247, 1.035247, 1.035247,1.035247, 1.035247, 1.035247, 1.035247, 1.035247,1.012265, 1.012265, 1.012265, 1.012265, 1.012265,1.012265, 1.012265, 1.012265, 1.012265, 1.012265,1.041967, 1.041967, 1.041967, 1.041967, 1.041967,1.041967, 1.041967, 1.041967, 1.041967, 1.041967
28,1.124269, 1.124269, 1.124269, 1.124269, 1.132743,1.08238, 1.08238, 1.08238, 1.08238, 1.090538,1.152975, 1.152975, 1.152975, 1.152975, 1.152975,1.080931, 1.080931, 1.080931, 1.080931, 1.080931,1.044246, 1.044246, 1.044246, 1.044246, 1.044246,1.044246, 1.044246, 1.044246, 1.044246, 1.044246,1.021064, 1.021064, 1.021064, 1.021064, 1.021064,1.021064, 1.021064, 1.021064, 1.021064, 1.021064,1.051024, 1.051024, 1.051024, 1.051024, 1.051024,1.051024, 1.051024, 1.051024, 1.051024, 1.051024
30,1.124269, 1.124269, 1.124269, 1.124269, 1.132743,1.08238, 1.08238, 1.08238, 1.08238, 1.090538,1.152975, 1.152975, 1.152975, 1.152975, 1.152975,1.0638, 1.0638, 1.0638, 1.0638, 1.0638,1.027697, 1.027697, 1.027697, 1.027697, 1.027697,1.027697, 1.027697, 1.027697, 1.027697, 1.027697,1.004882, 1.004882, 1.004882, 1.004882, 1.004882,1.021064, 1.021064, 1.021064, 1.021064, 1.021064,1.051024, 1.051024, 1.051024, 1.051024, 1.051024,1.051024, 1.051024, 1.051024, 1.051024, 1.051024
