,2_y2006,2_y2007,2_y2008,2_y2009,2_y2010,2_y2011,2_y2012,2_y2013,2_y2014,2_y2015,2_y2016,2_y2017,2_y2018,2_y2019,2_y2020,3_y2006,3_y2007,3_y2008,3_y2009,3_y2010,3_y2011,3_y2012,3_y2013,3_y2014,3_y2015,3_y2016,3_y2017,3_y2018,3_y2019,3_y2020,4_y2006,4_y2007,4_y2008,4_y2009,4_y2010,4_y2011,4_y2012,4_y2013,4_y2014,4_y2015,4_y2016,4_y2017,4_y2018,4_y2019,4_y2020,5_y2006,5_y2007,5_y2008,5_y2009,5_y2010,5_y2011,5_y2012,5_y2013,5_y2014,5_y2015,5_y2016,5_y2017,5_y2018,5_y2019,5_y2020,6_y2006,6_y2007,6_y2008,6_y2009,6_y2010,6_y2011,6_y2012,6_y2013,6_y2014,6_y2015,6_y2016,6_y2017,6_y2018,6_y2019,6_y2020,7_y2006,7_y2007,7_y2008,7_y2009,7_y2010,7_y2011,7_y2012,7_y2013,7_y2014,7_y2015,7_y2016,7_y2017,7_y2018,7_y2019,7_y2020,8_y2006,8_y2007,8_y2008,8_y2009,8_y2010,8_y2011,8_y2012,8_y2013,8_y2014,8_y2015,8_y2016,8_y2017,8_y2018,8_y2019,8_y2020,9_y2006,9_y2007,9_y2008,9_y2009,9_y2010,9_y2011,9_y2012,9_y2013,9_y2014,9_y2015,9_y2016,9_y2017,9_y2018,9_y2019,9_y2020,10_y2006,10_y2007,10_y2008,10_y2009,10_y2010,10_y2011,10_y2012,10_y2013,10_y2014,10_y2015,10_y2016,10_y2017,10_y2018,10_y2019,10_y2020,11_y2006,11_y2007,11_y2008,11_y2009,11_y2010,11_y2011,11_y2012,11_y2013,11_y2014,11_y2015,11_y2016,11_y2017,11_y2018,11_y2019,11_y2020
12,1, 1, 1.047986, 1.161191, 1.161191, 1.161191, 1.161191, 1.161191, 1.161191, 1.161191, 1.172773, 1.172773, 1.172773, 1.172773, 1.172773,1, 1, 1.047986, 1.047986, 1.047986, 1.047986, 1.047986, 1.047986, 1.047986, 1.047986, 1.058439, 1.058439, 1.058439, 1.058439, 1.058439,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
14,1, 1, 1.102466, 1.211809, 1.211809, 1.211809, 1.211809, 1.211809, 1.211809, 1.211809, 1.223896, 1.223896, 1.223896, 1.223896, 1.223896,1, 1, 1.047986, 1.039624, 1.039624, 1.039624, 1.039624, 1.039624, 1.039624, 1.039624, 1.049993, 1.049993, 1.049993, 1.049993, 1.049993,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
16,1, 1, 1.151943, 1.266193, 1.292441, 1.292441, 1.292441, 1.292441, 1.292441, 1.292441, 1.305332, 1.305332, 1.305332, 1.305332, 1.305332,1, 1, 1.095018, 1.090519, 1.113125, 1.113125, 1.113125, 1.113125, 1.113125, 1.113125, 1.124228, 1.124228, 1.124228, 1.124228, 1.124228,1, 1, 1.044879, 1.048955, 1.0707, 1.0707, 1.0707, 1.0707, 1.0707, 1.0707, 1.0707, 1.0707, 1.0707, 1.0707, 1.0707,1, 1, 1, 1, 1.02073, 1.02073, 1.02073, 1.02073, 1.02073, 1.02073, 1.02073, 1.02073, 1.02073, 1.02073, 1.02073,1, 1, 1, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
18,1, 1, 1.16439, 1.279876, 1.306408, 1.306408, 1.306408, 1.306408, 1.306408, 1.306408, 1.319438, 1.319438, 1.319438, 1.319438, 1.319438,1, 1, 1.095018, 1.090519, 1.113125, 1.113125, 1.113125, 1.113125, 1.113125, 1.113125, 1.124228, 1.124228, 1.124228, 1.124228, 1.124228,1, 1, 1.044879, 1.048955, 1.0707, 1.0707, 1.0707, 1.0707, 1.0707, 1.0707, 1.0707, 1.0707, 1.0707, 1.0707, 1.0707,1, 1, 1, 1, 1.02073, 1.02073, 1.02073, 1.02073, 1.02073, 1.02073, 1.02073, 1.02073, 1.02073, 1.02073, 1.02073,1, 1, 1, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
20,1, 1, 1.126856, 1.238619, 1.312108, 1.312108, 1.312108, 1.312108, 1.312108, 1.312108, 1.374857, 1.374857, 1.374857, 1.374857, 1.374857,1, 1, 1.05972, 1.055366, 1.077244, 1.077244, 1.077244, 1.077244, 1.077244, 1.077244, 1.128761, 1.128761, 1.128761, 1.128761, 1.128761,1, 1, 1.000681, 1.004585, 1.02541, 1.02541, 1.02541, 1.02541, 1.02541, 1.02541, 1.063837, 1.063837, 1.063837, 1.063837, 1.063837,1, 1, 0.9577, 0.9577, 0.977553, 0.977553, 0.977553, 0.977553, 0.977553, 0.977553, 0.977553, 0.977553, 0.977553, 0.977553, 0.977553,1, 1, 0.967765, 0.97154, 0.97154, 0.97154, 0.97154, 0.97154, 0.97154, 0.97154, 0.97154, 0.97154, 0.97154, 0.97154, 0.97154,1, 1, 1.010509, 1.010509, 1.010509, 1.010509, 1.010509, 1.010509, 1.010509, 1.010509, 1.010509, 1.010509, 1.010509, 1.010509, 1.010509,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
22,1, 1, 1.126856, 1.263635, 1.338609, 1.338609, 1.338609, 1.338609, 1.338609, 1.338609, 1.43108, 1.43108, 1.43108, 1.43108, 1.43108,1, 1, 1.05972, 1.076681, 1.099001, 1.099001, 1.099001, 1.099001, 1.099001, 1.099001, 1.17492, 1.17492, 1.17492, 1.17492, 1.17492,1, 1, 1.000681, 1.024875, 1.046121, 1.046121, 1.046121, 1.046121, 1.046121, 1.046121, 1.107342, 1.107342, 1.107342, 1.107342, 1.107342,1, 1, 0.9577, 0.977043, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297,1, 1, 0.967765, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162,1, 1, 1.010509, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
24,1, 1, 1.126856, 1.263635, 1.338609, 1.338609, 1.338609, 1.338609, 1.338609, 1.338609, 1.43108, 1.43108, 1.43108, 1.43108, 1.43108,1, 1, 1.05972, 1.076681, 1.099001, 1.099001, 1.099001, 1.099001, 1.099001, 1.099001, 1.17492, 1.17492, 1.17492, 1.17492, 1.17492,1, 1, 1.000681, 1.024875, 1.046121, 1.046121, 1.046121, 1.046121, 1.046121, 1.046121, 1.107342, 1.107342, 1.107342, 1.107342, 1.107342,1, 1, 0.9577, 0.977043, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297,1, 1, 0.967765, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162, 0.991162,1, 1, 1.010509, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918, 1.030918,1, 1, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824,1, 1, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
26,1, 1.003844, 1.131187, 1.22553, 1.298243, 1.298243, 1.298243, 1.298243, 1.298243, 1.298243, 1.387925, 1.387925, 1.387925, 1.387925, 1.387925,1, 0.982251, 1.040911, 1.057571, 1.079494, 1.079494, 1.079494, 1.079494, 1.079494, 1.079494, 1.154064, 1.154064, 1.154064, 1.154064, 1.154064,1, 0.982251, 0.98292, 1.006684, 1.027552, 1.027552, 1.027552, 1.027552, 1.027552, 1.027552, 1.01228, 1.01228, 1.01228, 1.01228, 1.01228,1, 0.982251, 0.940702, 0.959701, 0.979596, 0.979596, 0.979596, 0.979596, 0.979596, 0.979596, 0.911684, 0.911684, 0.911684, 0.911684, 0.911684,1, 0.982251, 0.950588, 0.97357, 0.97357, 0.97357, 0.97357, 0.97357, 0.97357, 0.97357, 0.906076, 0.906076, 0.906076, 0.906076, 0.906076,1, 0.982251, 0.992574, 1.012621, 1.012621, 1.012621, 1.012621, 1.012621, 1.012621, 1.012621, 0.942419, 0.942419, 0.942419, 0.942419, 0.942419,1, 1.003844, 1.015713, 1.015713, 1.015713, 1.015713, 1.015713, 1.015713, 1.015713, 1.015713, 0.945297, 0.945297, 0.945297, 0.945297, 0.945297,1, 1, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 1.011824, 0.941678, 0.941678, 0.941678, 0.941678, 0.941678,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
28,1, 1.003844, 1.049726, 1.137276, 1.211512, 1.211512, 1.211512, 1.211512, 1.211512, 1.211512, 1.295202, 1.295202, 1.295202, 1.295202, 1.295202,1, 0.982251, 0.965951, 0.981411, 1.007376, 1.007376, 1.007376, 1.007376, 1.007376, 1.007376, 1.076965, 1.076965, 1.076965, 1.076965, 1.076965,1, 0.982251, 0.912136, 0.934188, 0.958904, 0.958904, 0.958904, 0.958904, 0.958904, 0.958904, 0.944652, 0.944652, 0.944652, 0.944652, 0.944652,1, 0.982251, 0.872958, 0.890589, 0.909051, 0.909051, 0.909051, 0.909051, 0.909051, 0.909051, 0.84603, 0.84603, 0.84603, 0.84603, 0.84603,1, 0.982251, 0.882132, 0.903459, 0.903459, 0.903459, 0.903459, 0.903459, 0.903459, 0.903459, 0.840825, 0.840825, 0.840825, 0.840825, 0.840825,1, 0.982251, 0.921095, 0.939698, 0.939698, 0.939698, 0.939698, 0.939698, 0.939698, 0.939698, 0.874552, 0.874552, 0.874552, 0.874552, 0.874552,1, 1.003844, 0.942567, 0.942567, 0.942567, 0.942567, 0.942567, 0.942567, 0.942567, 0.942567, 0.877222, 0.877222, 0.877222, 0.877222, 0.877222,1, 1, 0.938958, 0.938958, 0.938958, 0.938958, 0.938958, 0.938958, 0.938958, 0.938958, 0.873863, 0.873863, 0.873863, 0.873863, 0.873863,1, 1, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986,1, 1, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986, 0.927986
30,1, 1.003844, 1.049726, 1.137276, 1.138797, 1.138797, 1.138797, 1.138797, 1.138797, 1.138797, 1.217464, 1.217464, 1.217464, 1.217464, 1.217464,1, 0.982251, 0.965951, 0.981411, 0.946913, 0.946913, 0.946913, 0.946913, 0.946913, 0.946913, 1.012326, 1.012326, 1.012326, 1.012326, 1.012326,1, 0.982251, 0.912136, 0.934188, 0.90135, 0.90135, 0.90135, 0.90135, 0.90135, 0.90135, 0.887954, 0.887954, 0.887954, 0.887954, 0.887954,1, 0.982251, 0.872958, 0.890589, 0.854489, 0.854489, 0.854489, 0.854489, 0.854489, 0.854489, 0.79525, 0.79525, 0.79525, 0.79525, 0.79525,1, 0.982251, 0.882132, 0.903459, 0.849233, 0.849233, 0.849233, 0.849233, 0.849233, 0.849233, 0.790359, 0.790359, 0.790359, 0.790359, 0.790359,1, 0.982251, 0.921095, 0.939698, 0.883297, 0.883297, 0.883297, 0.883297, 0.883297, 0.883297, 0.822061, 0.822061, 0.822061, 0.822061, 0.822061,1, 1.003844, 0.942567, 0.942567, 0.885993, 0.885993, 0.885993, 0.885993, 0.885993, 0.885993, 0.82457, 0.82457, 0.82457, 0.82457, 0.82457,1, 1, 0.938958, 0.938958, 0.882601, 0.882601, 0.882601, 0.882601, 0.882601, 0.882601, 0.821413, 0.821413, 0.821413, 0.821413, 0.821413,1, 1, 0.927986, 0.927986, 0.872288, 0.872288, 0.872288, 0.872288, 0.872288, 0.872288, 0.872288, 0.872288, 0.872288, 0.872288, 0.872288,1, 1, 0.927986, 0.927986, 0.872288, 0.872288, 0.872288, 0.872288, 0.872288, 0.872288, 0.872288, 0.872288, 0.872288, 0.872288, 0.872288
