0.989163, 1.004228, 1.019203, 0.486926, 0.497743, 0.510247, 0.036885, 0.017763, 0.025177
0.989163, 1.019055, 1.049467, 0.486926, 0.505938, 0.520141, 0.036885, 0.010441, 0.012861
0.989163, 1.00026, 1.01132, 0.486926, 0.489708, 0.496113, 0.036885, 0.01513, 0.015343
0.989163, 1.012321, 1.03564, 0.486926, 0.496902, 0.509541, 0.036885, 0.012928, 0.011777
0.989163, 0.996957, 1.004495, 0.486926, 0.488722, 0.498233, 0.036885, 0.015607, 0.020042
0.989163, 1.004137, 1.018836, 0.486926, 0.499237, 0.512367, 0.036885, 0.017287, 0.018728
0.989163, 1.00636, 1.023325, 0.486926, 0.484787, 0.502473, 0.036885, 0.017414, 0.02874
0.989163, 0.98752, 0.985832, 0.486926, 0.486911, 0.488339, 0.036885, 0.035338, 0.036512
0.989163, 1.001803, 1.014483, 0.486926, 0.489557, 0.495406, 0.036885, 0.029627, 0.025335
0.989163, 0.997319, 1.005345, 0.486926, 0.4855, 0.491166, 0.036885, 0.023826, 0.023131
0.989163, 1.022945, 1.057322, 0.486926, 0.52164, 0.526502, 0.036885, 0.007553, 0.018965
0.989163, 1.003688, 1.017695, 0.486926, 0.487179, 0.510954, 0.036885, 0.00593, 0.014498
